road,num_properties,properties_roof_insulation,properties_walls_insulation,properties_windows_insulation,properties_floor_insulation,perc_properties_roof_insulation,perc_properties_walls_insulation,perc_properties_windows_insulation,perc_properties_floor_insulation,avg_CO2_emissions,avg_energy_consumption,avg_energy_efficiency,properties_A_rating,properties_B_rating,properties_C_rating,properties_D_rating,properties_E_rating,properties_F_rating,properties_G_rating,perc_properties_A_rating,perc_properties_B_rating,perc_properties_C_rating,perc_properties_D_rating,perc_properties_E_rating,perc_properties_F_rating,perc_properties_G_rating
 Hillbrow (RG2),35,7,3,33,0,20,9,94,0,47,270,64,0,0,17,9,9,0,0,0,0,49,26,26,0,0
 Hilltop Road (RG4),14,1,4,13,0,7,29,93,0,47,258,60,0,1,1,9,3,0,0,0,7,7,64,21,0,0
 Hirstwood (RG30),44,2,8,26,1,5,18,59,2,51,297,64,0,0,14,26,4,0,0,0,0,32,59,9,0,0
 Hogarth Avenue (RG30),25,1,14,22,1,4,56,88,4,49,274,61,0,1,1,21,2,0,0,0,4,4,84,8,0,0
 Holberton Road (RG2),26,1,16,23,0,4,62,88,0,43,244,63,0,0,6,17,3,0,0,0,0,23,65,12,0,0
 Holford Close (RG31),4,1,3,3,0,25,75,75,0,50,274,57,0,0,1,1,2,0,0,0,0,25,25,50,0,0
 Holkam Close (RG30),20,1,6,17,0,5,30,85,0,43,240,67,0,0,9,10,1,0,0,0,0,45,50,5,0,0
 Holland Road (RG30),21,3,14,21,1,14,67,100,5,46,263,63,0,0,4,15,2,0,0,0,0,19,71,10,0,0
 Hollicombe Close (RG30),8,5,1,8,0,62,12,100,0,72,418,61,0,0,2,4,2,0,0,0,0,25,50,25,0,0
 Hollins Walk (RG30),33,1,12,28,0,3,36,85,0,47,257,62,0,0,12,11,9,1,0,0,0,36,33,27,3,0
 Hollydale Close (RG2),27,2,11,26,0,7,41,96,0,41,229,65,0,0,9,15,3,0,0,0,0,33,56,11,0,0
 Holmes Road (RG6),18,2,2,9,1,11,11,50,6,50,288,55,0,1,1,7,9,0,0,0,6,6,39,50,0,0
 Holybrook Crescent (RG30),7,2,2,6,0,29,29,86,0,51,278,57,0,0,1,4,1,1,0,0,0,14,57,14,14,0
 Holybrook Road (RG1),14,0,5,12,2,0,36,86,14,53,296,56,0,0,2,5,7,0,0,0,0,14,36,50,0,0
 Holyrood Close (RG4),31,4,15,29,1,13,48,94,3,45,253,62,0,0,5,22,4,0,0,0,0,16,71,13,0,0
 Home Farm Close (RG2),38,4,26,36,0,11,68,95,0,45,251,66,0,0,17,18,3,0,0,0,0,45,47,8,0,0
 Honey End Lane (RG30),19,5,9,18,2,26,47,95,11,45,254,62,0,2,2,11,4,0,0,0,11,11,58,21,0,0
 Honey Meadow Close (RG4),24,1,3,24,8,4,12,100,33,32,178,72,0,0,22,2,0,0,0,0,0,92,8,0,0,0
 Honiton Road (RG2),8,1,5,8,0,12,62,100,0,46,254,62,0,0,2,5,0,0,1,0,0,25,62,0,0,12
 Hornbeam Close (RG4),1,0,0,1,1,0,0,100,100,20,113,80,0,0,1,0,0,0,0,0,0,100,0,0,0,0
 Hornsea Close (RG30),11,1,3,10,0,9,27,91,0,44,241,67,0,0,5,6,0,0,0,0,0,45,55,0,0,0
 Howard Street (RG1),24,11,3,15,2,46,12,62,8,55,312,56,0,1,9,6,3,2,3,0,4,38,25,12,8,12
 Hungerford Drive (RG1),12,0,6,11,0,0,50,92,0,45,243,60,0,0,1,10,1,0,0,0,0,8,83,8,0,0
 Hunters Chase (RG4),20,2,2,20,4,10,10,100,20,44,244,62,0,0,3,14,3,0,0,0,0,15,70,15,0,0
 Hursley Close (RG30),3,0,0,3,0,0,0,100,0,47,257,61,0,0,0,2,1,0,0,0,0,0,67,33,0,0
 Ian Mikardo Way (RG4),98,9,0,98,10,9,0,100,10,42,232,65,0,0,48,26,23,1,0,0,0,49,27,23,1,0
 Ibstock Close (RG30),12,1,4,12,0,8,33,100,0,50,278,60,0,0,1,10,0,1,0,0,0,8,83,0,8,0
 Ibstone Avenue (RG4),9,0,7,9,0,0,78,100,0,45,246,62,0,0,1,7,1,0,0,0,0,11,78,11,0,0
 Ilchester Mews (RG4),6,0,3,6,0,0,50,100,0,38,205,66,0,0,2,4,0,0,0,0,0,33,67,0,0,0
 Iliffe Close (RG1),24,5,0,24,22,21,0,100,92,27,160,75,0,0,24,0,0,0,0,0,0,100,0,0,0,0
 Ilkley Road (RG4),8,2,2,5,0,25,25,62,0,60,348,50,0,0,1,1,5,1,0,0,0,12,12,62,12,0
 Illingworth Avenue (RG4),8,3,6,7,0,38,75,88,0,41,227,66,0,0,4,4,0,0,0,0,0,50,50,0,0,0
 Imperial Way (RG2),12,12,12,12,12,100,100,100,100,13,73,85,0,12,0,0,0,0,0,0,100,0,0,0,0,0
 Inkpen Close (RG30),12,0,6,11,0,0,50,92,0,43,238,65,0,1,3,7,1,0,0,0,8,25,58,8,0,0
 Iona Avenue (RG30),13,13,13,13,13,100,100,100,100,10,52,88,0,13,0,0,0,0,0,0,100,0,0,0,0,0
 Isis Court (RG1),4,4,0,4,0,100,0,100,0,45,252,72,0,0,4,0,0,0,0,0,0,100,0,0,0,0
 Island Road (RG2),5,0,0,4,0,0,0,80,0,125,680,21,0,0,0,0,1,2,2,0,0,0,0,20,40,40
 Ivanhoe Close (RG30),4,2,1,4,4,50,25,100,100,25,145,75,0,2,1,1,0,0,0,0,50,25,25,0,0,0
 Ivydene Road (RG30),22,18,6,22,5,82,27,100,23,44,245,68,0,0,14,5,3,0,0,0,0,64,23,14,0,0
 James Street (RG1),2,2,0,1,0,100,0,50,0,62,357,49,0,0,0,1,1,0,0,0,0,0,50,50,0,0
 Janson Court (RG1),3,1,1,2,0,33,33,67,0,36,207,68,0,0,1,2,0,0,0,0,0,33,67,0,0,0
 Jefferson Close (RG4),17,4,4,17,8,24,24,100,47,31,179,69,0,4,0,13,0,0,0,0,24,0,76,0,0,0
 Jenkins Close (RG30),4,0,0,4,2,0,0,100,50,38,226,70,0,0,2,2,0,0,0,0,0,50,50,0,0,0
 Jesse Terrace (RG1),25,4,1,9,2,16,4,36,8,45,246,58,0,0,6,10,8,1,0,0,0,24,40,32,4,0
 Jordan Close (RG4),4,0,4,4,0,0,100,100,0,37,216,65,0,0,1,3,0,0,0,0,0,25,75,0,0,0
 Jubilee Road (RG6),3,0,1,3,0,0,33,100,0,44,259,64,0,0,1,1,1,0,0,0,0,33,33,33,0,0
 Junction Road (RG1),33,3,2,16,0,9,6,48,0,58,339,51,0,0,2,14,13,3,1,0,0,6,42,39,9,3
 Juniper Way (RG31),19,2,10,19,0,11,53,100,0,57,310,53,0,0,1,10,7,0,1,0,0,5,53,37,0,5
 Katesgrove Lane (RG1),16,9,0,12,2,56,0,75,12,46,248,64,0,0,9,5,1,1,0,0,0,56,31,6,6,0
 Kearsley Road (RG30),14,3,6,11,0,21,43,79,0,49,267,59,0,0,5,5,3,1,0,0,0,36,36,21,7,0
 Kelmscott Close (RG4),6,1,1,4,0,17,17,67,0,46,260,57,0,0,2,1,3,0,0,0,0,33,17,50,0,0
 Kelso Mews (RG4),7,1,4,7,0,14,57,100,0,43,243,67,0,3,0,2,1,1,0,0,43,0,29,14,14,0
 Kelvedon Way (RG4),5,0,3,5,0,0,60,100,0,75,442,46,0,0,0,0,4,1,0,0,0,0,0,80,20,0
 Kenavon Drive (RG1),1,0,1,1,1,0,100,100,100,30,172,69,0,0,1,0,0,0,0,0,0,100,0,0,0,0
 Kendal Avenue (RG4),7,1,2,7,0,14,29,100,0,46,256,61,0,0,0,6,1,0,0,0,0,0,86,14,0,0
 Kendrick Road (RG1),54,27,11,21,7,50,20,39,13,55,312,57,0,5,10,14,18,7,0,0,9,19,26,33,13,0
 Kenilworth Avenue (RG30),52,6,21,37,2,12,40,71,4,45,254,60,0,0,8,32,11,1,0,0,0,15,62,21,2,0
 Kennet Side (RG1),19,1,7,12,0,5,37,63,0,49,277,62,0,0,9,5,5,0,0,0,0,47,26,26,0,0
 Kennet Street (RG1),7,7,1,7,7,100,14,100,100,37,229,71,0,1,3,3,0,0,0,0,14,43,43,0,0,0
 Kennet Walk (RG1),101,60,0,101,47,59,0,100,47,40,238,72,0,2,86,11,2,0,0,0,2,85,11,2,0,0
 Kensington Road (RG30),88,2,2,71,1,2,2,81,1,58,330,54,0,0,1,47,35,3,2,0,0,1,53,40,3,2
 Kent Road (RG30),37,6,5,33,1,16,14,89,3,53,301,60,0,1,2,23,11,0,0,0,3,5,62,30,0,0
 Kentwood Close (RG30),35,4,17,33,0,11,49,94,0,43,241,64,0,1,9,19,5,1,0,0,3,26,54,14,3,0
 Kentwood Hill (RG31),87,8,19,75,1,9,22,86,1,54,304,55,0,0,8,42,30,7,0,0,0,9,48,34,8,0
 Keston Close (RG4),3,0,2,3,0,0,67,100,0,38,212,67,0,0,2,1,0,0,0,0,0,67,33,0,0,0
 Kestrel Way (RG30),14,6,10,14,0,43,71,100,0,45,259,66,0,0,8,5,1,0,0,0,0,57,36,7,0,0
 Keswick Close (RG30),14,1,6,9,0,7,43,64,0,42,237,63,0,0,4,7,3,0,0,0,0,29,50,21,0,0
 Kidmore End Road (RG4),71,9,20,54,1,13,28,76,1,51,286,57,0,1,7,38,23,2,0,0,1,10,54,32,3,0
 Kidmore Road (RG4),155,16,55,106,8,10,35,68,5,49,276,56,0,4,18,63,59,10,1,0,3,12,41,38,6,1
 Kildare Gardens (RG4),10,1,0,6,0,10,0,60,0,57,323,57,0,0,0,7,3,0,0,0,0,0,70,30,0,0
 Kiln Road (RG4),13,1,5,12,2,8,38,92,15,42,241,63,0,1,3,6,3,0,0,0,8,23,46,23,0,0
 Kiln View Road (RG2),6,0,2,6,0,0,33,100,0,52,283,59,0,0,1,3,2,0,0,0,0,17,50,33,0,0
 Kimberley Close (RG1),8,0,3,8,0,0,38,100,0,40,212,65,0,1,0,7,0,0,0,0,12,0,88,0,0,0
 Kingfisher Place (RG1),23,14,0,17,1,61,0,74,4,38,220,73,0,0,20,3,0,0,0,0,0,87,13,0,0,0
" Kings Road (RG1, RG4)",262,157,52,228,49,60,20,87,19,53,305,62,0,23,35,148,50,4,2,0,9,13,56,19,2,1
 Kingsbridge Road (RG2),58,5,41,51,0,9,71,88,0,44,244,65,0,0,30,20,8,0,0,0,0,52,34,14,0,0
 Kingsgate Place (RG1),3,0,1,3,0,0,33,100,0,40,225,70,0,0,2,1,0,0,0,0,0,67,33,0,0,0
 Kingsgate Street (RG1),13,2,1,9,1,15,8,69,8,48,270,60,0,0,1,11,1,0,0,0,0,8,85,8,0,0
 Kingsley Close (RG2),61,13,38,59,0,21,62,97,0,37,210,69,0,1,34,24,2,0,0,0,2,56,39,3,0,0
 Kingston Gardens (RG2),12,3,7,9,0,25,58,75,0,55,301,57,0,0,0,7,5,0,0,0,0,0,58,42,0,0
 Kingsway (RG4),54,5,39,50,0,9,72,93,0,43,239,64,0,2,19,28,4,1,0,0,4,35,52,7,2,0
 Kinloch Road (RG30),4,4,4,4,4,100,100,100,100,13,68,85,0,4,0,0,0,0,0,0,100,0,0,0,0,0
 Kinson Road (RG30),9,1,1,8,0,11,11,89,0,46,257,63,0,0,2,6,1,0,0,0,0,22,67,11,0,0
 Kintbury Walk (RG30),10,0,4,10,1,0,40,100,10,37,209,68,0,0,6,4,0,0,0,0,0,60,40,0,0,0
 Kinver Walk (RG2),11,1,4,10,0,9,36,91,0,50,281,61,0,0,2,6,3,0,0,0,0,18,55,27,0,0
 Kirkham Close (RG4),4,0,4,4,0,0,100,100,0,42,241,62,0,0,0,4,0,0,0,0,0,0,100,0,0,0
 Kirton Close (RG30),10,0,8,10,0,0,80,100,0,49,275,62,0,0,3,5,2,0,0,0,0,30,50,20,0,0
 Knighton Close (RG4),3,0,1,2,0,0,33,67,0,45,269,59,0,0,0,2,1,0,0,0,0,0,67,33,0,0
 Knights Way (RG4),48,8,24,45,0,17,50,94,0,49,271,61,0,0,8,30,10,0,0,0,0,17,62,21,0,0
 Knowle Close (RG4),3,0,2,3,0,0,67,100,0,49,263,58,0,0,0,3,0,0,0,0,0,0,100,0,0,0
 LIVERPOOL ROAD (RG1),1,0,1,1,1,0,100,100,100,19,108,79,0,0,1,0,0,0,0,0,0,100,0,0,0,0
 Laburnum Gardens (RG2),5,0,4,5,0,0,80,100,0,37,212,70,0,0,4,0,1,0,0,0,0,80,0,20,0,0
 Lacewood Gardens (RG2),4,1,0,3,0,25,0,75,0,40,208,63,0,0,1,3,0,0,0,0,0,25,75,0,0,0
 Lady Jane Court (RG4),13,0,4,10,0,0,31,77,0,45,253,62,0,0,2,9,2,0,0,0,0,15,69,15,0,0
 Lambeth Court (RG30),7,1,3,7,0,14,43,100,0,43,239,69,0,0,4,3,0,0,0,0,0,57,43,0,0,0
 Lambourne Close (RG31),15,5,3,15,3,33,20,100,20,43,235,63,0,0,3,11,1,0,0,0,0,20,73,7,0,0
 Lamerton Road (RG2),32,4,22,31,0,12,69,97,0,50,280,62,0,0,11,15,4,1,1,0,0,34,47,12,3,3
 Lancaster Close (RG1),11,3,2,10,0,27,18,91,0,37,215,65,0,0,4,6,1,0,0,0,0,36,55,9,0,0
 Lancing Close (RG30),7,2,2,7,0,29,29,100,0,35,196,69,0,0,4,3,0,0,0,0,0,57,43,0,0,0
 Landrake Crescent (RG2),31,3,19,29,0,10,61,94,0,48,261,62,0,0,10,13,8,0,0,0,0,32,42,26,0,0
 Langford Close (RG4),10,0,5,9,0,0,50,90,0,40,230,68,0,0,2,8,0,0,0,0,0,20,80,0,0,0
 Lansdowne Road (RG30),16,4,14,16,0,25,88,100,0,42,238,66,0,0,5,10,1,0,0,0,0,31,62,6,0,0
 Larissa Close (RG31),8,1,2,8,5,12,25,100,62,36,205,67,0,1,3,2,2,0,0,0,12,38,25,25,0,0
 Larkswood Close (RG31),5,0,4,4,0,0,80,80,0,42,226,64,0,0,1,4,0,0,0,0,0,20,80,0,0,0
 Laud Close (RG1),16,1,0,16,2,6,0,100,12,38,210,68,0,0,6,10,0,0,0,0,0,38,62,0,0,0
 Launceston Avenue (RG4),5,1,2,4,0,20,40,80,0,49,276,60,0,0,1,2,2,0,0,0,0,20,40,40,0,0
 Laurel Drive (RG31),1,0,0,1,0,0,0,100,0,45,255,59,0,0,0,1,0,0,0,0,0,0,100,0,0,0
 Lawrence Road (RG30),29,2,3,25,1,7,10,86,3,53,290,56,0,0,3,14,11,1,0,0,0,10,48,38,3,0
 Lea Close (RG30),19,0,12,16,0,0,63,84,0,45,245,62,0,0,2,13,4,0,0,0,0,11,68,21,0,0
 Ledbury Close (RG30),10,2,1,10,0,20,10,100,0,49,270,58,0,0,1,6,2,1,0,0,0,10,60,20,10,0
 Lemart Close (RG30),2,0,0,2,0,0,0,100,0,82,464,40,0,0,0,1,0,0,1,0,0,0,50,0,0,50
 Lennox Road (RG6),12,0,0,8,0,0,0,67,0,58,332,56,0,0,2,5,4,1,0,0,0,17,42,33,8,0
 Leopold Walk (RG1),5,1,2,5,0,20,40,100,0,38,208,68,0,0,1,4,0,0,0,0,0,20,80,0,0,0
 Lesford Road (RG1),41,10,29,40,1,24,71,98,2,49,282,65,0,3,16,17,4,0,1,0,7,39,41,10,0,2
 Leven Street (RG30),20,20,20,20,20,100,100,100,100,14,76,86,0,20,0,0,0,0,0,0,100,0,0,0,0,0
 Lexington Grove (RG2),34,14,21,34,0,41,62,100,0,38,210,69,0,0,20,14,0,0,0,0,0,59,41,0,0,0
 Liebenrood Road (RG30),11,5,4,10,0,45,36,91,0,48,271,61,0,0,5,2,3,1,0,0,0,45,18,27,9,0
 Lincoln Road (RG2),26,1,3,23,0,4,12,88,0,48,266,61,0,0,2,20,4,0,0,0,0,8,77,15,0,0
 Linden Road (RG2),82,5,36,76,0,6,44,93,0,43,238,64,0,1,31,42,7,1,0,0,1,38,51,9,1,0
 Lindisfarne Way (RG2),15,11,6,15,15,73,40,100,100,24,141,77,0,8,4,3,0,0,0,0,53,27,20,0,0,0
 Lingholm Close (RG30),13,0,5,12,0,0,38,92,0,52,274,56,0,0,3,4,5,1,0,0,0,23,31,38,8,0
 Links Drive (RG30),24,8,8,21,0,33,33,88,0,45,247,62,0,0,4,17,3,0,0,0,0,17,71,12,0,0
 Little Johns Lane (RG30),14,2,0,13,0,14,0,93,0,64,368,55,0,0,2,7,3,2,0,0,0,14,50,21,14,0
 Little Oaks Drive (RG31),5,0,0,5,1,0,0,100,20,57,330,60,0,0,0,4,1,0,0,0,0,0,80,20,0,0
 Little Street (RG1),19,0,0,17,0,0,0,89,0,56,315,60,0,0,2,15,1,1,0,0,0,11,79,5,5,0
 Little Woodcote Close (RG4),4,3,0,4,4,75,0,100,100,22,127,78,0,1,3,0,0,0,0,0,25,75,0,0,0,0
 Littlecote Drive (RG1),12,2,4,10,0,17,33,83,0,51,290,57,0,0,1,7,4,0,0,0,0,8,58,33,0,0
 Littlestead Close (RG4),6,1,5,6,0,17,83,100,0,46,248,61,0,0,0,6,0,0,0,0,0,0,100,0,0,0
 Litton Road (RG2),29,2,0,29,13,7,0,100,45,33,194,73,0,0,28,1,0,0,0,0,0,97,3,0,0,0
 Liverpool Road (RG1),163,22,4,127,4,13,2,78,2,55,312,58,0,0,16,99,40,6,2,0,0,10,61,25,4,1
 Livery Close (RG1),3,3,0,3,2,100,0,100,67,45,277,75,0,0,3,0,0,0,0,0,0,100,0,0,0,0
 Loader Close (RG31),2,1,1,2,2,50,50,100,100,19,106,80,0,1,1,0,0,0,0,0,50,50,0,0,0,0
 Lock Place (RG1),11,9,9,11,0,82,82,100,0,36,205,72,0,0,9,2,0,0,0,0,0,82,18,0,0,0
 Logan Close (RG30),9,0,6,9,0,0,67,100,0,39,215,68,0,1,2,5,1,0,0,0,11,22,56,11,0,0
 Lomond Avenue (RG4),16,1,4,16,0,6,25,100,0,58,314,53,0,0,2,5,8,1,0,0,0,12,31,50,6,0
 London Road (RG1),197,91,5,161,24,46,3,82,12,51,299,60,0,8,44,103,26,8,8,0,4,22,52,13,4,4
 London Street (RG1),33,25,0,31,23,76,0,94,70,36,207,72,0,3,24,2,3,1,0,0,9,73,6,9,3,0
 Long Barn Lane (RG2),20,7,15,19,0,35,75,95,0,56,328,61,0,0,6,8,6,0,0,0,0,30,40,30,0,0
 Longhurst Close (RG4),5,0,1,5,0,0,20,100,0,49,307,55,0,0,0,2,3,0,0,0,0,0,40,60,0,0
 Longridge Close (RG30),14,0,3,10,0,0,21,71,0,48,279,61,0,0,3,8,2,1,0,0,0,21,57,14,7,0
 Longships Way (RG2),90,82,64,90,90,91,71,100,100,17,95,83,0,66,24,0,0,0,0,0,73,27,0,0,0,0
 Longwater Avenue (RG2),19,19,1,19,19,100,5,100,100,14,81,84,0,19,0,0,0,0,0,0,100,0,0,0,0,0
 Lorne Street (RG1),47,23,2,28,3,49,4,60,6,63,363,53,0,0,7,19,15,4,2,0,0,15,40,32,9,4
 Lower Armour Road (RG31),18,8,8,14,3,44,44,78,17,56,323,62,0,2,4,7,3,2,0,0,11,22,39,17,11,0
 Lower Brook Street (RG1),12,0,0,11,1,0,0,92,8,54,316,58,0,0,3,7,0,1,1,0,0,25,58,0,8,8
 Lower Elmstone Drive (RG31),44,24,16,40,4,55,36,91,9,42,240,67,0,4,13,24,3,0,0,0,9,30,55,7,0,0
 Lower Field Road (RG1),17,1,0,14,0,6,0,82,0,58,322,59,0,0,2,11,3,1,0,0,0,12,65,18,6,0
 Lower Henley Road (RG4),35,1,19,35,3,3,54,100,9,47,264,62,0,1,8,20,6,0,0,0,3,23,57,17,0,0
 Lower Meadow Road (RG2),10,2,6,10,2,20,60,100,20,38,219,72,0,0,9,1,0,0,0,0,0,90,10,0,0,0
 Lowfield Green (RG4),13,4,9,13,0,31,69,100,0,43,244,60,0,0,2,7,4,0,0,0,0,15,54,31,0,0
 Lowfield Road (RG4),89,28,39,83,17,31,44,93,19,44,244,65,0,3,28,46,11,1,0,0,3,31,52,12,1,0
 Lulworth Road (RG2),20,14,13,18,0,70,65,90,0,45,260,66,0,0,11,8,0,0,1,0,0,55,40,0,0,5
 Lundy Lane (RG30),2,2,2,2,1,100,100,100,50,38,222,76,0,1,1,0,0,0,0,0,50,50,0,0,0,0
 Luscinia View (RG1),40,40,0,40,33,100,0,100,82,37,230,69,0,1,19,20,0,0,0,0,2,48,50,0,0,0
 Luscombe Close (RG4),25,15,9,25,0,60,36,100,0,47,272,65,0,0,11,9,5,0,0,0,0,44,36,20,0,0
 Lyefield Court (RG4),19,9,0,19,0,47,0,100,0,61,361,61,0,0,1,17,1,0,0,0,0,5,89,5,0,0
 Lyme Grove (RG31),7,0,6,7,0,0,86,100,0,47,268,61,0,0,0,6,1,0,0,0,0,0,86,14,0,0
 Lymington Gate (RG4),4,2,0,4,0,50,0,100,0,46,262,63,0,0,0,4,0,0,0,0,0,0,100,0,0,0
 Lyndhurst Road (RG30),48,10,11,42,0,21,23,88,0,52,292,60,0,0,6,33,8,1,0,0,0,12,69,17,2,0
 Lynmouth Road (RG1),17,3,0,13,0,18,0,76,0,54,312,59,0,0,2,11,3,1,0,0,0,12,65,18,6,0
 Lytham Close (RG30),6,1,3,6,0,17,50,100,0,48,272,61,0,0,1,4,1,0,0,0,0,17,67,17,0,0
 Macarthur Close (RG30),3,0,0,3,3,0,0,100,100,28,148,73,0,0,3,0,0,0,0,0,0,100,0,0,0,0
 Maine Street (RG2),29,29,29,29,29,100,100,100,100,14,80,84,0,29,0,0,0,0,0,0,100,0,0,0,0,0
 Maitland Road (RG1),5,0,1,3,0,0,20,60,0,44,258,57,0,0,0,3,2,0,0,0,0,0,60,40,0,0
 Maiwand Gardens (RG30),7,0,0,7,2,0,0,100,29,37,212,70,0,0,6,1,0,0,0,0,0,86,14,0,0,0
 Maker Close (RG30),12,1,12,12,0,8,100,100,0,55,308,65,0,0,2,10,0,0,0,0,0,17,83,0,0,0
 Maldon Close (RG30),15,3,6,15,0,20,40,100,0,44,249,63,0,0,1,12,2,0,0,0,0,7,80,13,0,0
 Mallard Row (RG1),16,5,0,5,1,31,0,31,6,46,275,67,0,0,7,9,0,0,0,0,0,44,56,0,0,0
 Mallory Avenue (RG4),10,2,5,10,0,20,50,100,0,46,255,60,0,0,1,8,1,0,0,0,0,10,80,10,0,0
 Maltings Place (RG1),22,22,0,6,2,100,0,27,9,70,433,64,0,0,6,16,0,0,0,0,0,27,73,0,0,0
 Managua Close (RG4),62,0,1,62,25,0,2,100,40,34,188,70,0,0,44,18,0,0,0,0,0,71,29,0,0,0
 Manchester Road (RG1),49,2,1,31,1,4,2,63,2,53,293,56,0,0,4,25,19,1,0,0,0,8,51,39,2,0
 Mandela Court (RG1),4,4,1,4,0,100,25,100,0,40,241,74,0,0,4,0,0,0,0,0,0,100,0,0,0,0
 Mandeville Close (RG30),20,2,14,20,0,10,70,100,0,47,266,58,0,0,4,8,7,1,0,0,0,20,40,35,5,0
 Manor Farm Road (RG2),3,2,3,3,0,67,100,100,0,38,214,67,0,0,2,1,0,0,0,0,0,67,33,0,0,0
 Manor Park Close (RG30),23,3,2,23,3,13,9,100,13,37,205,68,0,0,14,8,1,0,0,0,0,61,35,4,0,0
 Mansfield Road (RG1),36,10,8,21,2,28,22,58,6,57,320,55,0,0,4,19,10,3,0,0,0,11,53,28,8,0
 Maple Gardens (RG2),14,1,2,14,0,7,14,100,0,50,285,57,0,0,0,9,5,0,0,0,0,0,64,36,0,0
 Mapledene (RG4),8,2,0,2,1,25,0,25,12,43,245,56,0,0,2,1,5,0,0,0,0,25,12,62,0,0
 Mapledurham View (RG31),6,0,3,6,1,0,50,100,17,40,231,63,0,0,0,6,0,0,0,0,0,0,100,0,0,0
 Marchwood Avenue (RG4),15,3,11,15,0,20,73,100,0,46,257,61,0,0,6,6,3,0,0,0,0,40,40,20,0,0
 Mardy (RG4),6,0,0,6,3,0,0,100,50,36,214,63,0,0,1,4,1,0,0,0,0,17,67,17,0,0
 Margaret Close (RG2),31,6,10,31,0,19,32,100,0,43,240,64,0,0,11,17,2,1,0,0,0,35,55,6,3,0
 Market Place (RG1),14,13,4,14,0,93,29,100,0,59,352,58,0,0,0,12,2,0,0,0,0,0,86,14,0,0
 Marlborough Avenue (RG1),5,1,0,1,0,20,0,20,0,60,340,46,0,0,0,1,2,2,0,0,0,0,20,40,40,0
 Marlow Court (RG4),11,3,0,11,10,27,0,100,91,33,189,75,0,1,9,1,0,0,0,0,9,82,9,0,0,0
 Marsack Street (RG4),12,1,1,11,1,8,8,92,8,57,329,58,0,0,2,9,0,1,0,0,0,17,75,0,8,0
 Marshall Close (RG1),4,0,0,4,4,0,0,100,100,22,137,79,0,2,2,0,0,0,0,0,50,50,0,0,0,0
 Marshland Square (RG4),15,1,6,15,0,7,40,100,0,48,271,61,0,0,1,11,3,0,0,0,0,7,73,20,0,0
 Mason Street (RG1),28,1,0,21,0,4,0,75,0,53,300,57,0,0,4,18,3,1,2,0,0,14,64,11,4,7
 Massachusetts Place (RG2),11,11,0,11,7,100,0,100,64,17,96,82,0,10,1,0,0,0,0,0,91,9,0,0,0,0
 Matlock Road (RG4),25,1,3,13,0,4,12,52,0,60,329,51,0,1,2,7,10,4,1,0,4,8,28,40,16,4
 Mayfair (RG30),81,10,28,79,1,12,35,98,1,44,246,64,0,0,14,62,5,0,0,0,0,17,77,6,0,0
 Mayfield Drive (RG4),100,12,41,92,0,12,41,92,0,51,288,59,0,0,15,62,16,6,1,0,0,15,62,16,6,1
 Maytree Walk (RG4),9,6,3,9,9,67,33,100,100,24,134,78,0,3,6,0,0,0,0,0,33,67,0,0,0,0
 Mead Close (RG4),28,10,0,28,28,36,0,100,100,21,119,81,2,10,16,0,0,0,0,7,36,57,0,0,0,0
 Meadow Way (RG4),36,19,0,36,32,53,0,100,89,34,206,70,0,3,21,9,3,0,0,0,8,58,25,8,0,0
 Meadowcroft Road (RG2),16,0,8,15,0,0,50,94,0,47,264,62,0,0,5,9,0,2,0,0,0,31,56,0,12,0
 Meavy Gardens (RG2),4,0,3,4,0,0,75,100,0,48,278,65,0,0,2,1,1,0,0,0,0,50,25,25,0,0
 Melford Green (RG4),5,0,3,5,0,0,60,100,0,40,224,65,0,0,1,4,0,0,0,0,0,20,80,0,0,0
 Mellor Walk (RG2),12,5,11,11,0,42,92,92,0,44,260,66,0,1,4,5,1,1,0,0,8,33,42,8,8,0
 Melrose Avenue (RG6),32,2,4,20,0,6,12,62,0,60,347,50,0,0,2,9,17,3,1,0,0,6,28,53,9,3
 Merivale Gardens (RG2),8,1,4,8,0,12,50,100,0,44,235,65,0,0,2,6,0,0,0,0,0,25,75,0,0,0
 Merthyr Vale (RG4),10,0,0,10,5,0,0,100,50,30,174,68,0,0,5,5,0,0,0,0,0,50,50,0,0,0
 Merton Road North (RG2),16,2,12,16,0,12,75,100,0,40,216,68,0,0,10,6,0,0,0,0,0,62,38,0,0,0
 Merton Road South (RG2),30,6,17,25,0,20,57,83,0,46,256,64,0,0,12,13,5,0,0,0,0,40,43,17,0,0
 Michaels Chase (RG4),6,3,0,6,5,50,0,100,83,25,146,78,0,0,6,0,0,0,0,0,0,100,0,0,0,0
 Micklands Road (RG4),12,0,5,10,1,0,42,83,8,53,291,55,0,0,1,6,4,1,0,0,0,8,50,33,8,0
 Midgham Way (RG2),16,16,16,16,16,100,100,100,100,14,79,83,0,16,0,0,0,0,0,0,100,0,0,0,0,0
 Midsummer Meadow (RG4),16,0,0,16,3,0,0,100,19,46,260,60,0,0,2,8,6,0,0,0,0,12,50,38,0,0
 Midwinter Close (RG30),8,0,2,8,0,0,25,100,0,46,259,66,0,0,3,5,0,0,0,0,0,38,62,0,0,0
